prod_picture,prod_no,prod_external,cat_code,prodName,prod_price,prod_salesprice,brief_Desc,Other_Desc,Brand_id,Inventory,prod_hot,prod_latest,prod_special,Related,,,,新分類
CG37142LISADF,CG37142LISADF,N/A,12219,Coach Xgrn Updt Tnlk Tot,12600,0,"托特包 / 材質 ：Crossgrain
Leather / 顏色：LI / SADDLE
產品型號：37142LISAD",COACH 寇馳,N/A,1,False,False,False,N/A,,#N/A,21110,21110
CG37732DKNAVF,CG37732DKNAVF,N/A,12219,Coach SftGrn CohSft Swag,20200,0,"手拿包 / 材質 ：Soft Grain
Leather / 顏色：DK / NAVY　
產品型號：37732DKNAV",COACH 寇馳,N/A,1,False,False,False,N/A,,#N/A,21110,21110
CG52331LIBLKF,CG52331LIBLKF,N/A,12220,Coach Emb Txt Soft Wall,6400,0,"皮夾 / 材質 ：Crossgrain
Leather / 顏色：LI / BLACK
產品型號：52331LIBLK",COACH 寇馳,N/A,1,False,False,False,N/A,,#N/A,21210,21210
BSCHBC161BKP,BSCHBC161BKP,N/A,12220,經典17長夾 黑,4100,0,"尺寸： 19 × 9.5 × 2.5 cm
材質： 牛皮
顏色： 黑色
商品型號：CHB-MC161-BK",Borsalini 寶莎禮妮,N/A,1,False,False,False,N/A,,#N/A,21210,21210
BSCHBC161CMP,BSCHBC161CMP,N/A,12220,經典17長夾 駝,4100,0,"尺寸：19 × 9.5 × 2.5 cm
材質：牛皮
顏色：駝色
商品型號：CHB-MC161-CM",Borsalini 寶莎禮妮,N/A,1,False,False,False,N/A,,#N/A,21210,21210
CG65589ILIBLF,CG65589ILIBLF,N/A,12220,Coach Emb Sig Keep All,8400,0,"手拿包 / 材質 ：Embossed Signature
顏色：LI / BLACK
產品型號：65589ILIBL",COACH 寇馳,N/A,1,False,False,False,N/A,,#N/A,21210,21210
BSCHBC162BKP,BSCHBC162BKP,N/A,12220,經典17拉鍊長夾 黑,4100,0,"尺寸：20 × 9.5 × 2.5 cm
材質：牛皮
顏色：黑色
商品型號：CHB-MC162-BK",Borsalini 寶莎禮妮,N/A,1,False,False,False,N/A,,#N/A,21210,21210
BSCHBC162CMP,BSCHBC162CMP,N/A,12220,經典17拉鍊長夾 駝,4100,0,"尺寸：20 × 9.5 × 2.5 cm
材質：牛皮
顏色：駝色
商品型號：CHB-MC162-CM",Borsalini 寶莎禮妮,N/A,1,False,False,False,N/A,,#N/A,21210,21210
BSCHBC164BKP,BSCHBC164BKP,N/A,12220,經典17零錢卡夾 黑,2150,0,"尺寸：11.5 × 8 × 2 cm
材質：牛皮
顏色：黑色
商品型號：CHB-MC164-BK",Borsalini 寶莎禮妮,N/A,1,False,False,False,N/A,,#N/A,21220,21220
CG53717LIBLKF,CG53717LIBLKF,N/A,12220,Pbb Slim Wall,6400,0,"皮夾 / 材質 ：Polished Pebble
Leather / 顏色：LI / BLACK
產品型號：53717LIBLK",COACH 寇馳,N/A,1,False,False,False,N/A,,#N/A,21210,21210
BSCHBC164CMP,BSCHBC164CMP,N/A,12220,經典17零錢卡夾 駝,2150,0,"尺寸：11.5 × 8 × 2 cm
材質：牛皮
顏色：駝色
商品型號：CHB-MC164-CM",Borsalini 寶莎禮妮,N/A,1,False,False,False,N/A,,#N/A,21210,21210
CG52331LINAVF,CG52331LINAVF,N/A,12220,Emb Txt Soft Wall,6400,0,"皮夾 / 材質 ：Crossgrain
Leather / 顏色：LI / NAVY
產品型號：52331LINAV",COACH 寇馳,N/A,1,False,False,False,N/A,,#N/A,21210,21210
CG52336LIBLKF,CG52336LIBLKF,N/A,12220,Coach CriLth MdCrn ZpWlt,5900,0,"皮夾 / 材質 ：Crossgrain
Leather / 顏色：LI / BLACK
產品型號：52336LIBLK",COACH 寇馳,N/A,1,False,False,False,N/A,,#N/A,21210,21210
"MK20243160T3F-1,MK20243160T3F-2",MK20243160T3F,N/A,12222,SUNGLASSES 太陽眼鏡,6000,0,商品型號: 0MK2024F-3160T3-57,MICHAEL KORS 邁克爾高司,N/A,1,False,False,False,N/A,,24610,,24610
CD21680462HAF,CD21680462HAF,N/A,12222,SUNGLASSES 太陽眼鏡,11600,0,"顏色:AVANA  NERO OPACO
商品型號:DIORELLEF-6MN-62",DIOR 迪奧,N/A,1,False,False,False,N/A,,24610,,24610
GU22359559EJF,GU22359559EJF,N/A,12222,"SUNGLASSES
太陽眼鏡",10500,0,商品型號: GG 3796/F/S-SZZ-59,GUCCI 古馳,N/A,1,False,False,False,N/A,,24610,,24610
GU22360055ICF,GU22360055ICF,N/A,12222,"SUNGLASSES
太陽眼鏡",8400,0,"顏色:BLU SFUM  BLU GOMMA 
商品型號: GG 3795/F/S-KF1-55",GUCCI 古馳,N/A,1,False,False,False,N/A,,24610,,24610
CD217894A9HDF,CD217894A9HDF,N/A,12222,SUNGLASSES 太陽眼鏡,12900,0,"顏色:NERO BLU OPACO 
商品型號: DIORMETALEYES1F-6OA-59",DIOR 迪奧,N/A,1,False,False,False,N/A,,24610,,24610
MK50071080R1F,MK50071080R1F,N/A,12222,SUNGLASSES 太陽眼鏡,6300,0,商品型號: 0MK5007-1080R1-59,MICHAEL KORS 邁克爾高司,N/A,1,False,False,False,N/A,,24610,,24610
CD23048657HDF,CD23048657HDF,N/A,12222,SUNGLASSES 太陽眼鏡,11100,0,"顏色:NERO BLU  NERO CRI 
商品型號: MONTAIGNE21FS-MV3-57",DIOR 迪奧,N/A,1,False,False,False,N/A,,24610,,24610
CD23048657K8F,CD23048657K8F,N/A,12222,SUNGLASSES 太陽眼鏡,11100,0,"顏色:PORP ROSA NERO CRI 
商品型號: MONTAIGNE21FS-NHI-57",DIOR 迪奧,N/A,1,False,False,False,N/A,,24610,,24610
CD25159786JJF,CD25159786JJF,N/A,12222,SUNGLASSES 太陽眼鏡,9600,0,商品型號: DIORVOLUTE2F,DIOR 迪奧,N/A,1,False,False,False,N/A,,24610,,24610
GU22775557HAF,GU22775557HAF,N/A,12222,"SUNGLASSES
太陽眼鏡",10600,0,"顏色:AVNFLOCRI ORO 
商品型號: GG 3760/F/S-2EZ-57",GUCCI 古馳,N/A,1,False,False,False,N/A,,24610,,24610
GU22788756VKF,GU22788756VKF,N/A,12222,"SUNGLASSES
太陽眼鏡",10500,0,"顏色:NERO      ORO 
商品型號: GG 3771/S-HQW-56",GUCCI 古馳,N/A,1,False,False,False,N/A,,24610,,24610
CD251597X6CCF,CD251597X6CCF,N/A,12222,SUNGLASSES 太陽眼鏡,9600,0,商品型號: DIORVOLUTE2F,DIOR 迪奧,N/A,1,False,False,False,N/A,,24610,,24610
GU230202581EF,GU230202581EF,N/A,12222,"SUNGLASSES
太陽眼鏡",10500,0,"顏色:MRN AVANA ORO 
商品型號: GG 3777/F/S-LVL-58",GUCCI 古馳,N/A,1,False,False,False,N/A,,24610,,24610
GU23032959CCF,GU23032959CCF,N/A,12222,"SUNGLASSES
太陽眼鏡",11850,0,"顏色:ORO 
商品型號: GG 4276/S-J5G-59",GUCCI 古馳,N/A,1,False,False,False,N/A,,24610,,24610
GU25731559HAF,GU25731559HAF,N/A,12222,"SUNGLASSES
太陽眼鏡",10600,0,商品型號: GG 3619/F/S,GUCCI 古馳,N/A,1,False,False,False,N/A,,24610,,24610
GU25740059HDF,GU25740059HDF,N/A,12222,"SUNGLASSES
太陽眼鏡",12700,0,"顏色:NERO NERO PELLE 
商品型號: GG 3662/K/S-75Q-59",GUCCI 古馳,N/A,1,False,False,False,N/A,,24610,,24610
GU25744161HDF,GU25744161HDF,N/A,12222,"SUNGLASSES
太陽眼鏡",11700,0,"顏色:NERO AVANA ORO 
商品型號: GG 3685/F/S-6UD-61",GUCCI 古馳,N/A,1,False,False,False,N/A,,24610,,24610
GU25744359HAF,GU25744359HAF,N/A,12222,"SUNGLASSES
太陽眼鏡",10200,0,"顏色:ARNAVMACC MARROEN 
商品型號: GG 3688/F/S-356-59",GUCCI 古馳,N/A,1,False,False,False,N/A,,24610,,24610
GU25750661HAF,GU25750661HAF,N/A,12222,"SUNGLASSES
太陽眼鏡",17900,0,"顏色:AVANA     OROMED PLC 
商品型號: GG 3707/F/S-2ZX-61",GUCCI 古馳,N/A,1,False,False,False,N/A,,24610,,24610
TU22116D2F,TU22116D2F,N/A,12231,"Alpha Travel Tote
托特包",7920,0,"材質：Balistic Nylon
顏色：Black
商品型號：022116D2",TUMI,N/A,1,False,False,False,N/A,,#N/A,21110,21110
CG71709QBBKF,CG71709QBBKF,N/A,12231,Coach RfbCoach CampusPck,12600,0,"後背包 / 材質 ：Refined Pebble
Leather / 顏色：QB / BLACK
產品型號：71709QBBK",COACH 寇馳,N/A,1,False,False,False,N/A,,#N/A,21110,21110
TU222306HK2F,TU222306HK2F,N/A,12231,"AlphaBravoBrstwCrssbd
斜背包",7180,0,"材質：Balistic Nylon
顏色：Hickory
商品型號：0222306HK2",TUMI,N/A,1,False,False,False,N/A,,#N/A,21110,21110
TU222306VY2F,TU222306VY2F,N/A,12231,"AlphaBravoBrstwCrssbd
斜背包",7180,0,"材質：Balistic Nylon
顏色：Navy
商品型號：0222306NVY2",TUMI,N/A,1,False,False,False,N/A,,#N/A,21110,21110
PT1139701323P,PT1139701323P,N/A,12231,PT MILKY MESSENGER,4270,0,"斜背包 / 顏色：駝色
產品型號：11397-01323",PORTER,N/A,1,False,False,False,N/A,,#N/A,21110,21110
TU222371HK2F,TU222371HK2F,N/A,12231,"AlphaBravoBealeCrssbd
斜背包",9020,0,"材質：Balistic Nylon
顏色：Hickory
商品型號：0222371HK2",TUMI,N/A,1,False,False,False,N/A,,#N/A,21110,21110
"026145D2-1,026145D2-3,026145D2-4,026145D2-5",TU26145D2F,N/A,12231,"T-Pass? Expandable Laptop Brief
公事包",17480,0,"精心設計的ALPHA 2旅用及商務系列以超過30項的細節升級與16項專利組件,將創新技術推升至極致。這個公事包具備文件分隔層、 平板電腦小袋、多個分層間隔小袋可收納電子及文件,更有配備Tumi ID Lock?的拉鏈隔層。外部具備兩個U型拉鏈隔層、票據隔層、背部隔層及Add-a-Ba g套。 由TUMI標誌性的FXT彈導尼龍?所製配合真皮飾邊, 並配上獲得專利的可拆卸肩帶。
尺寸：H: 12 XW: 16 XD: 5.5 (IN)
材質：BALISTIC NYLON
款式：公事包
顏色：Black
產品型號：026145D2",TUMI,N/A,1,False,False,False,N/A,,#N/A,21130,21130
"026578D2-1,026578D2-2,026578D2-3,026578D2-4,026578D2-5",TU26578D2F,N/A,12231,"T-Pass? Business Class Brief Pack?
公事包",18220,0,"精心設計的ALPHA 2旅用及商務系列以超過30項的細節升級與18項專利組件,將創新
技術推升至極致。這個公事包具備文件分隔層、 平板電腦小袋、多個分層間隔小袋可收納電子及文件,更有配備Tumi ID Lock?的拉鏈隔層。外部具備兩個U型拉鏈隔層、票據隔層、背部隔層及Add-a-Ba g套。 由TUMI標誌性的FXT彈導尼龍?所製配合真皮飾邊, 並配上獲得專利的可拆卸肩帶。
尺寸：H: 16.5 X W: 12 XD: 8 (IN)
材質：BALISTIC NYLON
款式：公事包
顏色：Black
產品型號：026578D2",TUMI,N/A,1,False,False,False,N/A,,#N/A,21130,21130
TU222389HK2F,TU222389HK2F,N/A,12231,"Alpha Bravo Brief
公事包",16380,0,"材質：Balistic Nylon
顏色：Hickory
商品型號：0222389HK2",TUMI,N/A,1,False,False,False,N/A,,#N/A,21130,21130
TU222392HK2F,TU222392HK2F,N/A,12231,"Alpha Bravo Backpack
後背包",12700,0,"材質：Balistic Nylon
顏色：Hickory
商品型號：0222392HK2",TUMI,N/A,1,False,False,False,N/A,,#N/A,21120,21120
"PT1148300301P-1,PT1148300301P-2",PT1148300301P,N/A,12231,PT MA-1 BRIEF CASE,4980,0,"公事包 / 顏色：黑色
產品型號：11483-00301",PORTER,N/A,1,False,False,False,N/A,,#N/A,21130,21130
"TU222393NVY2F-1,TU222393NVY2F-2",TU222393NVY2F,N/A,12231,"Alpha Bravo Sling
斜背包",9020,0,"材質：Balistic Nylon
顏色：Navy
商品型號：0222393NVY2",TUMI,N/A,1,False,False,False,N/A,,#N/A,21110,21110
TU222681HK2F,TU222681HK2F,N/A,12231,"Alp Bravo Knox BP
後背包",13440,0,"材質：Balistic Nylon
顏色：Hickory
商品型號：0222681HK2",TUMI,N/A,1,False,False,False,N/A,,#N/A,21120,21120
CG72103QBCHRF,CG72103QBCHRF,N/A,12231,Coach Sig Pvc Bow Xbody,12600,0,"肩背包 / 材質 ：Sig C PVC
顏色：QB / CHARCOAL
產品型號：72103QBCHR",COACH 寇馳,N/A,1,False,False,False,N/A,,#N/A,21110,21110
PT1148300305P,PT1148300305P,N/A,12231,PT MA-1 BRIEF CASE,4980,0,"公事包 / 顏色：藍色
產品型號：11483-00305",PORTER,N/A,1,False,False,False,N/A,,#N/A,21130,21130
TU255030D2F,TU255030D2F,N/A,12231,"Arrive' Crossbody
斜背包",12700,0,"材質：Leather
顏色：Black
商品型號：0255030D2",TUMI,N/A,1,False,False,False,N/A,,#N/A,21110,21110
TU64000NVYF,TU64000NVYF,N/A,12231,"Haydon Backpack
斜背包",17480,0,"材質：Nylon
顏色：Navy
商品型號：064000NVY",TUMI,N/A,1,False,False,False,N/A,,#N/A,21110,21110
"022110D2-1,022110D2-2,022110D2-3,022110D2-4,022110D2-5",TU22110D2F,N/A,12231,"Pocket Bag Small
斜背包",4600,0,"精心設計的ALPHA 2旅用及商務系列以超過30項的細節升級與19項專利組件,將創新
技術推升至極致。這個公事包具備文件分隔層、 平板電腦小袋、多個分層間隔小袋可收納電子及文件,更有配備Tumi ID Lock?的拉鏈隔層。外部具備兩個U型拉鏈隔層、票據隔層、背部隔層及Add-a-Ba g套。 由TUMI標誌性的FXT彈導尼龍?所製配合真皮飾邊, 並配上獲得專利的可拆卸肩帶。

尺寸：H: 9.5 X W: 8 XD: 1.5 (IN)
材質：BALISTIC NYLON
款式：斜背包
顏色：Black
產品型號：022110D2",TUMI,N/A,1,False,False,False,N/A,,#N/A,21110,21110
"026516D2-1,026516D2-2,026516D2-3,026516D2-4,026516D2-5,026516D2-6",TU26516D2F,N/A,12231,"Tumi T-Pass? Medium Screen Laptop Brief
公事包",14540,0,"精心設計的ALPHA 2旅用及商務系列以超過30項的細節升級與17項專利組件,將創新
技術推升至極致。這個公事包具備文件分隔層、 平板電腦小袋、多個分層間隔小袋可收納電子及文件,更有配備Tumi ID Lock?的拉鏈隔層。外部具備兩個U型拉鏈隔層、票據隔層、背部隔層及Add-a-Ba g套。 由TUMI標誌性的FXT彈導尼龍?所製配合真皮飾邊, 並配上獲得專利的可拆卸肩帶。
尺寸：H: 12 XW: 16 XD: 3 (IN)
材質：BALISTIC NYLON
款式：公事包
顏色：Black
產品型號：026516D2",TUMI,N/A,1,False,False,False,N/A,,#N/A,21130,21130
"022117D2-1,022117D2-2,022117D2-3,022117D2-4,022117D2-5",TU22117D2F,N/A,12231,"Medium Travel Tote
斜背包",9020,0,"精心設計的ALPHA 2旅用及商務系列以超過30項的細節升級與20項專利組件,將創新
技術推升至極致。這個公事包具備文件分隔層、 平板電腦小袋、多個分層間隔小袋可收納電子及文件,更有配備Tumi ID Lock?的拉鏈隔層。外部具備兩個U型拉鏈隔層、票據隔層、背部隔層及Add-a-Ba g套。 由TUMI標誌性的FXT彈導尼龍?所製配合真皮飾邊, 並配上獲得專利的可拆卸肩帶。

尺寸：H: 13.5 X W: 10.6 XD: 5 (IN)
材質：BALISTIC NYLON
款式：斜背包
顏色：Black
產品型號：022117D2",TUMI,N/A,1,False,False,False,N/A,,#N/A,21110,21110
"019237D-1,019237D-3,019237D-4",TU19237DF,N/A,12232,"Global Wallet W/ Coin Pocket
皮夾",3500,0,"這款Alpha系列錢包由標誌性的彈導尼龍所製，具備3個卡槽、2個隔層、硬幣隔層及鈔票分隔層，配以皮革飾邊及皮革製的內部空間。附TUMI 精美禮品包裝。

尺寸：H: 3.75 X W:  4.62 XD: 0.75 (IN)
材質：BALISTIC NYLON
款式：皮夾
顏色：Black
產品型號：019237D",TUMI,N/A,1,False,False,False,N/A,,#N/A,21210,21210
BS6FBM1638BKP,BS6FBM1638BKP,N/A,12232,Bruce長夾 黑,3350,0,"尺寸：18.7 × 9.5 × 2 cm
材質：牛皮
顏色：黑色
商品型號：6FBM-M1638-BK",Borsalini 寶莎禮妮,N/A,1,False,False,False,N/A,,#N/A,21210,21210
BS6FBM1639BKP,BS6FBM1639BKP,N/A,12232,Bruce簡式長夾 黑,3600,0,"尺寸：19.5 × 9.5 × 2 cm
材質：牛皮
顏色：黑色
商品型號：6FBM-M1639-BK",Borsalini 寶莎禮妮,N/A,1,False,False,False,N/A,,#N/A,21210,21210
"019256D-1,019256D-2,019256D-5",TU19256DF,N/A,12232,"Gusseted Card Case With ID
皮夾",2400,0,"這款Alpha系列皮夾由TUMI標誌性的彈導尼龍所製，具備皮革製內部空間、數個卡槽及展示證件的透明間隔，配以皮革飾邊。附TUMI 精美禮品包裝。

尺寸：H: 3 X W: 4 XD: 0.75 (IN)
材質：BALISTIC NYLON
款式：皮夾
顏色：Black
產品型號：019256D",TUMI,N/A,1,False,False,False,N/A,,#N/A,21210,21210
"BS6FBM1647BLP-1,BS6FBM1647BLP-2,BS6FBM1647BLP-3",BS6FBM1647BLP,N/A,12232,Bruce證件夾 藍,1900,0,"尺寸：10.2 × 6.7 × 0.3 cm
材質：牛皮
顏色：藍色
商品型號：6FBM-M1647-BL",Borsalini 寶莎禮妮,N/A,1,False,False,False,N/A,,#N/A,21230,21230
CG74924BLKF,CG74924BLKF,N/A,12232,Coach Ctg Compact Id,8400,0,"皮夾 / 材質 ：Signature Crossgrain Leather
顏色：BLACK
產品型號：74924BLK",COACH 寇馳,N/A,1,False,False,False,N/A,,#N/A,21210,21210
"CG74949BLKF-1,CG74949BLKF-2",CG74949BLKF,N/A,12232,Coach ScfBreastPcket Wlt,10000,0,"皮夾 / 材質 ：Sport Calf Leather
顏色：BLACK
產品型號：74949BLK",COACH 寇馳,N/A,1,False,False,False,N/A,,#N/A,21210,21210
"74918BLK-1,74918BLK-2",CG74918BLKF,N/A,12232,"ACCORDION WALLET IN SIGNATURE CROSSGRAIN LEATHER
手風琴經典CROSSGRAIN皮革皮夾",10900,0,"織紋皮革印有經典圖案壓花，包含兩格標準鈔票隔間、12格信用卡夾層、拉鏈零錢口袋以及額外的多功能夾層。

尺寸：19cm (L) x 9cm (H)
材質：CROSS gRAIN LEATHER
款式：長夾
顏色：黑色
產品型號：74918BLK",COACH 寇馳,N/A,1,False,False,False,N/A,,#N/A,21210,21210
"74924MID-1,74924MID-2",CG74924MIDF,N/A,12232,"COMPACT ID WALLET IN SIGNATURE CROSSGRAIN LEATHER
輕薄經典CROSSGRAIN皮革短夾",8400,0,"織紋皮革印有有經典圖案壓花。經典皮夾設有六格信用卡層、兩格標準鈔票隔間以及可拆式透明證件格。

尺寸：11cm (L) × 9cm (H)
材質：CROSS gRAIN LEATHER
款式：短夾
顏色：午夜藍
產品型號：74924MID",COACH 寇馳,N/A,1,False,False,False,N/A,,#N/A,21210,21210
"018620D-1,018620D-2,018620D-3",TU18620DF,N/A,12232,"Square Coin Case
皮夾",2210,0,"Delta系列的錢包及配件演繹出現代低調風格與優質手工的完美結合。由柔軟頭層的小牛皮所製，Delta的設計具備內部紅線細節。存放硬幣的大間隔層容易開合。

尺寸：H: 2.75 × W: 3.12 (IN)
材質：Nappa Leather
款式：皮夾
顏色：Black
產品型號：018620D",TUMI,N/A,1,False,False,False,N/A,,#N/A,21210,21210
"018632D-1,018632D-2,018632D-3,018632D-4",TU18632DF,N/A,12232,"Global Center Flip ID Passcase
皮夾",4790,0,"Delta系列的錢包及配件演繹出現代低調風格與優質手工的完美結合。由柔軟頭層的小牛皮所製，Delta的設計具備內部紅線細節、彈導尼龍細節、方便拿取卡片的前卡隔層及以皮革縫製的鈔票後隔層。此款式更具展示證件的透明間隔、錢幣間隔層及多個卡槽。適用於各種國際貨幣。

尺寸：H: 3.88 X W: 4.5 X D: 0.38 (IN)
材質：Nappa Leather
款式：皮夾
顏色：Black
產品型號：018632D",TUMI,N/A,1,False,False,False,N/A,,#N/A,21210,21210
"018635D-1,018635D-2,018635D-3,018635D-4,018635D-5",TU18635DF,N/A,12232,"Global Removable Passcase ID
皮夾",4790,0,"Delta系列的錢包及配件演繹出現代低調風格與優質手工的完美結合。由柔軟頭層的小牛皮所製，Delta的設計具備內部紅線細節、彈導尼龍細節、方便拿取卡片的前卡隔層及以皮革縫製的鈔票後隔層。這移除式的錢包具備收納國際錢幣的雙鈔票間隔層、展示證件的透明間隔及多個卡槽。

尺寸：H: 3.75 × W: 4.75 × D: 0.38 (IN)
材質：Nappa Leather
款式：皮夾
顏色：Black
產品型號：018635D",TUMI,N/A,1,False,False,False,N/A,,#N/A,21210,21210
"B Buckle 35 M300-1,B Buckle 35 M300-2",BL6193209F,N/A,12233,"ICONIC BUCKLE BELT
B LOGO皮帶",9600,4800,"經典可翻轉式 B Lo go皮帶

尺寸：35 mm
材質：小牛皮
款式：皮帶
顏色：黑/咖
產品型號：B Buckle 35 M/300",Bally 巴利,N/A,1,False,False,False,N/A,,24700,,24700
BL6166788F,BL6166788F,N/A,12233,Dress Formal Adjustable & Reversable Belt,9200,4600,"寬度：3cm
材質：牛皮
顏色：黑色 / 咖啡色 (雙面)
商品型號：Fabazia-30/30",Bally 巴利,N/A,1,False,False,False,N/A,,24700,,24700
BL6193230F,BL6193230F,N/A,12233,Scribe Belt Adjustable & Reversable Belt,12100,6050,"寬度：3.5 cm
材質：牛皮
顏色：黑色
商品型號：Sasent-35/623",Bally 巴利,N/A,1,False,False,False,N/A,,24700,,24700
GU24724064HAF,GU24724064HAF,N/A,12234,"SUNGLASSES
太陽眼鏡",10600,0,商品型號: GG 2229/F/S,GUCCI 古馳,N/A,1,False,False,False,N/A,,24620,,24620
RB354100455F,RB354100455F,N/A,12234,"SUNGLASSES
太陽眼鏡",5900,0,商品型號：0RB3541-004/55-61,RAYBAN 雷朋,N/A,1,False,False,False,N/A,,24620,,24620
RB4165F6222VF,RB4165F6222VF,N/A,12234,"SUNGLASSES
太陽眼鏡",5500,0,商品型號：0RB4165F-622/2V-55,RAYBAN 雷朋,N/A,1,False,False,False,N/A,,24620,,24620
GU24748662EUF,GU24748662EUF,N/A,12234,"SUNGLASSES
太陽眼鏡",9600,0,"顏色:NERO SMOP NERO LUCID 
商品型號: GG 2252/S-M7A-62",GUCCI 古馳,N/A,1,False,False,False,N/A,,24620,,24620
"5096-1,5096-2",MB5096F,N/A,12235,"RB Bohème Resin Rouge
鋼珠筆",13800,0,"Bohème寶曦系列紅寶石鍍金鋼珠筆。
萬寶龍寶曦系列書寫工具設計細節：筆身和筆蓋的白色或藍色漆質塗料裝飾，筆夾鑲嵌藍/紅寶石；書寫工具的18K金包銠筆尖，以及萬寶龍六角白星標誌，均是寶曦系列商品不可或缺的設計細節。

款式：鋼珠筆
產品型號：5096",MONTBLANC 萬寶龍,N/A,1,False,True,False,N/A,,#N/A,24500,24500
"5796-1,5796-2",MB5796F,N/A,12235,"RB Bohème Resin Bleu
鋼珠筆",14000,12600,"Bohème 寶曦系列藍寶石鋼珠筆。
萬寶龍寶曦系列書寫工具設計細節：筆身和筆蓋的白色或藍色漆質塗料裝飾，筆夾鑲嵌藍/紅寶石；書寫工具的18K金包銠筆尖，以及萬寶龍六角白星標誌，均是寶曦系列商品不可或缺的設計細節。

款式：鋼珠筆
產品型號：5796",MONTBLANC 萬寶龍,N/A,1,False,False,False,N/A,,#N/A,24500,24500
"8485-1,8485-2",MB8485F,N/A,12235,"FL Star Walker Resin
鋼珠筆",12100,0,"Star Walker 系列星際漂浮鋼珠筆。
StarWalker 鍍鉑金樹脂是獨特及活力風格的體現。黑色名貴樹脂搭配鍍鉑金筆扣。懸浮Montblanc標志賦予Montblanc價值現代感--創造未來的永恒設計。

款式：鋼珠筆
產品型號：8485",MONTBLANC 萬寶龍,N/A,1,False,False,False,N/A,,#N/A,24500,24500
"12890-1,12890-2",MB12890F,N/A,12235,"RB 163 Meisterstück
鋼珠筆",12100,0,"Meisterstück 小班系列Classique鋼珠筆。
自1924年於德國漢堡問世以來，追求完美的萬寶龍Meisterstück系列推出了各個尺寸與不同款式的書寫工具：從典型的149鋼筆到Le grand與Classique鋼筆、從鋼珠筆到原子筆，讓每一位品味人士都能找到屬於自己的完美書寫工具。

款式：鋼珠筆
產品型號：12890",MONTBLANC 萬寶龍,N/A,1,False,False,False,N/A,,#N/A,24500,24500
"105652-1,105652-2",MB105652F,N/A,12235,"FL Star Walker Red Gold-Plated Resin
簽字筆",13600,0,"Star Walker 系列玫瑰金漂浮簽字筆。
星際系列最大的特色是筆端透明樹脂六角星標誌。透明樹脂六角星標誌從側面看起來就像是白朗峰的白雪漂浮在空中一般，放在桌上透過燈光照射會產生如同白雪般的光影折射，最具有品牌代表性。
STARWALKER玫瑰金漂浮簽字筆，頂級黑色樹脂筆身，搭配淺玫瑰金筆夾筆環，呈現出高貴優雅而富有氣質的筆款。

款式：簽字筆
產品型號：105652",MONTBLANC 萬寶龍,N/A,1,False,False,False,N/A,,#N/A,24500,24500
"105656-1,105656-2",MB105656F,N/A,12235,"FL Star Walker Midnight Black Resin
Mont Blanc 簽字筆",10000,0,"Star Walker 系列夜黑簽字筆。
萬寶龍STARWALKER 黑簽字筆，最大的特色是筆端透明樹脂六角星標誌及特殊編織碳纖維筆身及筆蓋。 透明樹脂六角星標誌從側面看起來就像是白朗峰的白雪漂浮在空中一般，放在桌上透過燈光照射會產生如同白雪般的光影折射，最具有品牌代表性；上千條交織的碳纖維購成獨特且強韌的筆身，半透明樹脂覆蓋其上，筆身旋轉時如同萬花筒一般的奪目，品味非凡！

款式：簽字筆
產品型號：105656",MONTBLANC 萬寶龍,N/A,1,False,False,False,N/A,,#N/A,24500,24500
"112672-1,112672-2",MB112672F,N/A,12235,"RB 162 Meisterstück Red Gold
鋼珠筆",13600,8160,"Meisterstück Le grand 系列鋼珠筆。
自1924年於德國漢堡問世以來，追求完美的萬寶龍Meisterstück系列推出了各個尺寸與不同款式的書寫工具：從典型的149鋼筆到Le grand與Classique鋼筆、從鋼珠筆到原子筆，讓每一位品味人士都能找到屬於自己的完美書寫工具。

款式：鋼珠筆
產品型號：112672",MONTBLANC 萬寶龍,N/A,1,False,False,False,N/A,,#N/A,24500,24500
"112679-1,112679-2",MB112679F,N/A,12235,"BP 164 Meisterstück Red Gold
原子筆",11300,8475,"Meisterstück 系列Classique 原子筆
自1924年於德國漢堡問世以來，追求完美的萬寶龍Meisterstück系列推出了各個尺寸與不同款式的書寫工具：從典型的149鋼筆到Le grand與Classique鋼筆、從鋼珠筆到原子筆，讓每一位品味人士都能找到屬於自己的完美書寫工具。

款式：原子筆
產品型號：112679",MONTBLANC 萬寶龍,N/A,1,False,False,False,N/A,,#N/A,24500,24500
TU68921MB2F,TU68921MB2F,N/A,12243,"15' ExclBrtlt Crosbdy
斜背包",8740,0,"顏色：Marine Blue
商品型號：068921MB2",TUMI,N/A,1,False,False,False,N/A,,#N/A,21110,21110
TU68927MB2F,TU68927MB2F,N/A,12243,"15' ExclHarisn Brief
公事包",11590,0,"顏色：Marine Blue
商品型號：068927MB2",TUMI,N/A,1,False,False,False,N/A,,#N/A,21230,21230
"TU11881DF-1,TU11881DF-2",TU11881DF,N/A,12244,"Camden Passport Cover
護照夾",3500,0,"材質：Leather
顏色：Black
商品型號：011881D",TUMI,N/A,1,False,False,False,N/A,,#N/A,21230,21230
"TU119836DIDF-1,TU119836DIDF-2",TU119836DIDF,N/A,12244,"Monaco Flip ID case
證件夾",7180,0,"材質：Leather
顏色：Black
商品型號：0119836DID",TUMI,N/A,1,False,False,False,N/A,,#N/A,21230,21230
